label,uri
"SUBLIMATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/d438f0a2-5a88-4d56-8bec-7c5e35249544
"COASTLINE",https://gcmdservices.gsfc.nasa.gov/kms/concept/18d136b8-728f-438b-90cb-3c82956e1c2c
"CALCIUM",https://gcmdservices.gsfc.nasa.gov/kms/concept/7b9fb947-97cd-4354-a799-f14a81564132
"WILDFIRES",https://gcmdservices.gsfc.nasa.gov/kms/concept/855dc9f5-ccbf-4972-8828-41e11f2aca7a
"YARDANGS",https://gcmdservices.gsfc.nasa.gov/kms/concept/59d1b0f7-ef02-4fa4-8d47-7eda39794713
"VOLCANO",https://gcmdservices.gsfc.nasa.gov/kms/concept/7c2e1960-ae20-46a9-acf1-a3e71542fbb4
"LAMPREYS/HAGFISHES",https://gcmdservices.gsfc.nasa.gov/kms/concept/e5404ad9-95bf-4851-9dbb-fecf7dc1e905
"ATMOSPHERIC CONDUCTIVITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/12b1cc7c-cb81-4851-9163-19c04a8ffd1c
"PALEOMAGNETIC DATA",https://gcmdservices.gsfc.nasa.gov/kms/concept/f2ceb98b-4b5d-4ee6-b033-e987d2f820f1
"BAYOU",https://gcmdservices.gsfc.nasa.gov/kms/concept/a6fdb3c7-a0ea-4f7c-82e5-d72db09b6444
"METAMORPHIC ROCK AGE DETERMINATIONS",https://gcmdservices.gsfc.nasa.gov/kms/concept/02a53a61-4fd2-4294-9dcc-071f701bc263
"ORGANIC MATTER",https://gcmdservices.gsfc.nasa.gov/kms/concept/ee92daf8-d0da-4476-b389-0485114cbbe9
"SALPS",https://gcmdservices.gsfc.nasa.gov/kms/concept/b63e1a64-661a-4228-8453-248076f612b7
"OCEAN CRUST DEFORMATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/aa6c2fe7-3261-4fd8-bed4-81403bc49086
"TEMPERATURE GRADIENT",https://gcmdservices.gsfc.nasa.gov/kms/concept/99d567bb-7767-4ea4-a135-a611eac6a669
"DELTAS",https://gcmdservices.gsfc.nasa.gov/kms/concept/ad535c83-3b93-4632-8aaa-7dfba8bb125a
"ICE VELOCITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/cee7ed2f-3ed1-44ad-b48b-513a68bb3244
"FAULTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/181fb5a4-125b-445d-b65f-adf9a919c800
"RADIANCE",https://gcmdservices.gsfc.nasa.gov/kms/concept/68dacfbb-4f23-4325-b80f-4b09d41bd505
"HYDROELECTRIC ENERGY PRODUCTION/USE",https://gcmdservices.gsfc.nasa.gov/kms/concept/7eba0eef-3a30-4282-a162-1f483370ddc4
"CREVASSES",https://gcmdservices.gsfc.nasa.gov/kms/concept/b1d30791-5871-474f-aedf-2d4aa51e2b92
"WATERFALL",https://gcmdservices.gsfc.nasa.gov/kms/concept/948dea97-9843-4895-b59b-cb55f07a41b4
"METALS VERTICAL/GEOGRAPHIC DISTRIBUTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/fbc418a0-5d32-43ab-9f1f-e81b9d8534e1
"CETACEANS",https://gcmdservices.gsfc.nasa.gov/kms/concept/7f066677-c0f8-4bb1-91de-13954494a927
"INUNDATION LEVEL",https://gcmdservices.gsfc.nasa.gov/kms/concept/5af94668-05f5-41ee-aa65-82dca2a359fc
"SNOW DEPTH",https://gcmdservices.gsfc.nasa.gov/kms/concept/47bc8942-6fdd-4173-bf38-209e933d843f
"ICE FLOES",https://gcmdservices.gsfc.nasa.gov/kms/concept/aa15804c-5f7f-40cc-b949-aa3e4418fc27
"OROGRAPHIC WINDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/a1df1d50-dd2b-4944-bda5-0cf1127e2f49
"CIRQUES/COMBES",https://gcmdservices.gsfc.nasa.gov/kms/concept/ae3b0c3d-35a1-4c94-ba72-ffe1a641902e
"DRAINAGE DIRECTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/3045e9ec-ac70-4d72-904a-54094357373a
"ACORN WORMS",https://gcmdservices.gsfc.nasa.gov/kms/concept/70c0b882-3d34-4e2d-90bf-339ade328ee0
"WAVE ENERGY PRODUCTION/USE",https://gcmdservices.gsfc.nasa.gov/kms/concept/62c1fec5-3512-4136-a060-ec2338a48296
"POLLEN",https://gcmdservices.gsfc.nasa.gov/kms/concept/b0ad34ee-4b38-4a8d-a483-b3bfea66fa82
"COCKPIT/TOWER KARST",https://gcmdservices.gsfc.nasa.gov/kms/concept/ee347068-e1ff-4271-8726-8343f4f15614
"MARINE ADVISORIES",https://gcmdservices.gsfc.nasa.gov/kms/concept/39f5a91f-c5b6-4aa9-a0c6-05530306f17b
"WATER VAPOR TRANSPORT",https://gcmdservices.gsfc.nasa.gov/kms/concept/a997c21b-ca61-4e78-8828-aa3e144976c3
"EARTHQUAKE OCCURRENCES",https://gcmdservices.gsfc.nasa.gov/kms/concept/752d4f80-a418-4a75-a9eb-772222af1746
"FAULTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/6107d1c4-5aea-4bfa-861d-d77083a4476e
"ASK-A ECOLOGIST",https://gcmdservices.gsfc.nasa.gov/kms/concept/185f7a64-7c35-4e83-b0f0-7f2012e66c5d
"SOLAR-ATMOSPHERE/SPACE-WEATHER MODELS",https://gcmdservices.gsfc.nasa.gov/kms/concept/96400b5a-6932-41f2-a80c-5aba26a2b5de
"SURVIVAL RATES",https://gcmdservices.gsfc.nasa.gov/kms/concept/fa68e752-f3a7-4361-a000-47c908545e49
"ARETES",https://gcmdservices.gsfc.nasa.gov/kms/concept/8e73bff6-c2f9-46a6-963b-8ef09dd7f5f3
"HUMIDITY INDICES",https://gcmdservices.gsfc.nasa.gov/kms/concept/b881cf8f-7260-4980-80bc-4b6ae3716c39
"LENGTH OF FREEZE FREE PERIOD",https://gcmdservices.gsfc.nasa.gov/kms/concept/738185b7-54d6-41a2-b31f-b8a4ee1dabe7
"PLATE TECTONICS",https://gcmdservices.gsfc.nasa.gov/kms/concept/78a4dbe2-2d6b-4562-988c-022c3a83f4c1
"ISOSTATIC ADJUSTMENTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/5dee7d0e-e13e-4974-9750-79d5cd886c7a
"SOLIDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/fad79bec-0672-4c71-8910-174c8985a1b9
"MAJOR ELEMENTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/2440389a-d0d9-445a-9dce-908900f0c3a7
"FREEZE/THAW",https://gcmdservices.gsfc.nasa.gov/kms/concept/4453ac7c-1869-4aef-8b06-dbdc9e63e245
"DUST/ASH/SMOKE",https://gcmdservices.gsfc.nasa.gov/kms/concept/1b6342c6-315b-4f4f-b4e3-d6902aaa3e85
"MICROFAUNA",https://gcmdservices.gsfc.nasa.gov/kms/concept/e9555194-efd1-4427-b8e3-8fe6c49b8636
"RECLAMATION/REVEGETATION/RESTORATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/356a10e1-c81d-44c7-9706-31f7f2642586
"CONTRAILS",https://gcmdservices.gsfc.nasa.gov/kms/concept/cf75769c-2430-4280-b9c2-ba384849a548
"ECOSYSTEMS",https://gcmdservices.gsfc.nasa.gov/kms/concept/f1a25060-330c-4f84-9633-ed59ae8c64bf
"CATION EXCHANGE CAPACITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/9bad3c7b-daf6-428a-89bd-ce62b074dfcf
"SEAMOUNTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/83520258-413c-4842-93c0-58a23dc58638
"INORGANIC CARBON",https://gcmdservices.gsfc.nasa.gov/kms/concept/d9b4f30d-bddd-4888-b66b-07d2dc09708b
"RADAR IMAGERY",https://gcmdservices.gsfc.nasa.gov/kms/concept/53f69037-ff05-4b09-a95d-e65ff42da595
"FOREST HARVESTING AND ENGINEERING",https://gcmdservices.gsfc.nasa.gov/kms/concept/23336b57-1ba3-42a6-9ec7-152285c55689
"SPECIFIC HUMIDITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/811391d2-4113-4d52-9c88-47d56afda481
"MICROBURST",https://gcmdservices.gsfc.nasa.gov/kms/concept/9da19ae9-799f-4885-8fb8-564ca803639a
"SEVERE TROPICAL CYCLONES (SW PACIFIC/SE INDIAN)",https://gcmdservices.gsfc.nasa.gov/kms/concept/713123e4-ebc8-49dd-bc8b-b9fbeaabeaad
"BREEDING PRODUCTIVITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/0a07badb-1382-4f63-8344-7ba063b05534
"SUSPENSION",https://gcmdservices.gsfc.nasa.gov/kms/concept/62ecfc64-48d0-4373-9c44-599471703cf4
"LOESS",https://gcmdservices.gsfc.nasa.gov/kms/concept/5ce16b97-c91c-420c-9701-33d19d50b286
"MACROFOSSILS",https://gcmdservices.gsfc.nasa.gov/kms/concept/11e12021-f63e-4081-ae78-1bb19fe7b4bf
"COALESCENCE",https://gcmdservices.gsfc.nasa.gov/kms/concept/d5d64790-db29-451d-b022-a461dac06228
"DUST DEVILS",https://gcmdservices.gsfc.nasa.gov/kms/concept/72c180e6-b3f3-4f9a-8d04-23f0b10735af
"TUYA",https://gcmdservices.gsfc.nasa.gov/kms/concept/f8a9104b-fe7b-4a60-94fc-6b5ef504db55
"ELECTRICIAL",https://gcmdservices.gsfc.nasa.gov/kms/concept/abd86f50-fc17-4020-a6ac-f0066fc5f7ec
"VIRTUAL TEMPERATURE",https://gcmdservices.gsfc.nasa.gov/kms/concept/fd19a3f1-8eeb-49ab-bcaf-e7b4b267d415
"ICE GROWTH/MELT",https://gcmdservices.gsfc.nasa.gov/kms/concept/d9667e73-30db-45f9-861c-e0a5caaf2bf0
"ELECTRICAL PROPERTIES",https://gcmdservices.gsfc.nasa.gov/kms/concept/a2987914-ed66-4b7c-964d-8eccf0174e57
"CARBON CAPTURE AND STORAGE",https://gcmdservices.gsfc.nasa.gov/kms/concept/e8c24822-7d2d-48c6-9dca-df3860e9bd63
"SILICATE",https://gcmdservices.gsfc.nasa.gov/kms/concept/c91c8879-1b29-48e3-b4cd-a238af66cdaf
"MORBIDITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/8a49484a-a9c8-411b-b911-7646f5323a7b
"WATER YIELD",https://gcmdservices.gsfc.nasa.gov/kms/concept/04922ba6-8f00-4f54-b80c-ce2414c91e2e
"GLOBAL DRINKING WATER QUALITY INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/a71d195e-ff30-4592-a22c-a82af92f3d1f
"CYCLONES (SW INDIAN)",https://gcmdservices.gsfc.nasa.gov/kms/concept/7067a3f8-2903-46b7-9189-af1189a15a43
"DELTAS",https://gcmdservices.gsfc.nasa.gov/kms/concept/daa297ec-4397-4caa-b563-634a71f62b8a
"TEMPERATURE CONCENTRATION INDEX (TCI)",https://gcmdservices.gsfc.nasa.gov/kms/concept/d73be111-7aae-4a96-89c2-7b64c064893c
"ALBEDO",https://gcmdservices.gsfc.nasa.gov/kms/concept/41ebe049-230e-4ff7-acb1-43de68ace83e
"ABSOLUTE HUMIDITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/6b61a904-b92d-45ee-9061-aa5e61c29dd2
"SUBALPINE",https://gcmdservices.gsfc.nasa.gov/kms/concept/101950b9-00d3-4721-9af8-fa5d51b196c3
"LAND SURFACE TEMPERATURE",https://gcmdservices.gsfc.nasa.gov/kms/concept/d559b900-eca6-42a4-9311-0297b2ef98ab
"EAST ATLANTIC JET PATTERN",https://gcmdservices.gsfc.nasa.gov/kms/concept/47fb8f57-2ddd-4289-b8a5-af7ffa0ee031
"HEAT FLUX",https://gcmdservices.gsfc.nasa.gov/kms/concept/46a3c823-727d-4c3c-b09d-e3e3fcaa43a5
"SHORTWAVE DOWNWARD IRRADIANCE",https://gcmdservices.gsfc.nasa.gov/kms/concept/e1af236f-ee88-4b10-8feb-70d9e09f90be
"CONVECTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/10a9c153-f37d-48fe-920d-c790d946ab07
"HEATING DEGREE DAYS",https://gcmdservices.gsfc.nasa.gov/kms/concept/fe2bc223-e503-4ca1-924c-d3fd5876721c
"TOMBOLOS",https://gcmdservices.gsfc.nasa.gov/kms/concept/30f556c4-7531-4758-9e51-8adc6b2e0e8a
"DOME DUNE",https://gcmdservices.gsfc.nasa.gov/kms/concept/d5ff7545-0eec-4cad-90a5-019e03cdac47
"RANGE CHANGES",https://gcmdservices.gsfc.nasa.gov/kms/concept/615e826e-a5da-4e94-b7df-ad3515c06135
"PHOTOSYNTHETICALLY ACTIVE RADIATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/b7410899-350a-4443-9430-c7fe1fa3a499
"SEDIMENT COMPOSITION",https://gcmdservices.gsfc.nasa.gov/kms/concept/02916754-4814-48ea-b8fc-ef50d7a7c5b5
"POULTRY PRODUCTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/d3ce1677-f3a8-452e-91c8-0ff80e6a3f09
"CLOUD ASYMMETRY",https://gcmdservices.gsfc.nasa.gov/kms/concept/4c737490-1486-418f-81f4-c50c47da117d
"HYDROPEROXY",https://gcmdservices.gsfc.nasa.gov/kms/concept/d8494f01-bcec-4232-ad78-fbd92c242e62
"LAGOON",https://gcmdservices.gsfc.nasa.gov/kms/concept/879d286b-9ea6-4e4d-bdd1-56a4c7ca1531
"MAGNETIC ANOMALIES",https://gcmdservices.gsfc.nasa.gov/kms/concept/e31f905d-bd2a-4fe9-89d8-909e1d2b9b1a
"SOIL DEPTH",https://gcmdservices.gsfc.nasa.gov/kms/concept/60e783c1-4b33-4ab3-860b-8bd4ed00dc9f
"RIBBON REEF",https://gcmdservices.gsfc.nasa.gov/kms/concept/b428ba89-4638-4989-90c1-f5e4f0d0a6f6
"OIL SPILLS",https://gcmdservices.gsfc.nasa.gov/kms/concept/82c3689a-6bbf-496f-b118-b6ab46a9d2c7
"GRAVITY ANOMALIES",https://gcmdservices.gsfc.nasa.gov/kms/concept/fb7eeee0-9ad1-40f8-baa2-df7dc3acb6d3
"SEDIMENT CHEMISTRY",https://gcmdservices.gsfc.nasa.gov/kms/concept/7d10ff6d-efde-4f97-866b-7d771dd32b25
"CRUSTAL MOTION DIRECTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/a629b645-2c5f-48d6-8363-71bc636457d6
"CROPPING SYSTEMS",https://gcmdservices.gsfc.nasa.gov/kms/concept/2dda92a8-6c26-4506-9881-43b6d9a83b18
"OROGENIC MOVEMENT",https://gcmdservices.gsfc.nasa.gov/kms/concept/f486acc8-0d0c-4322-bf5c-177bc632bd76
"CLIMATE MITIGATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/c4a6c571-406e-4023-b479-6a1fc30f184c
"RESPIRATION RATE",https://gcmdservices.gsfc.nasa.gov/kms/concept/29a64468-46a8-4dbc-955d-80b7b4cf9aaf
"COLOR",https://gcmdservices.gsfc.nasa.gov/kms/concept/f54cb873-f20a-4476-835e-fd968c9b1937
"SOIL IMPEDANCE",https://gcmdservices.gsfc.nasa.gov/kms/concept/6edf1b99-fe00-493e-b0d1-ad6b36b8da75
"THERMOHALINE CIRCULATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/aa1bc71c-daeb-401e-9e29-ebde975482cf
"SECCHI DEPTH",https://gcmdservices.gsfc.nasa.gov/kms/concept/954c2f25-3ec8-4774-ba34-fa4289f33f0e
"ULTRAVIOLET RADIANCE",https://gcmdservices.gsfc.nasa.gov/kms/concept/ca87e2c2-9087-42f7-a88a-93ace50ebe39
"TREE LINE SHIFT",https://gcmdservices.gsfc.nasa.gov/kms/concept/d11df264-e70d-456c-9223-07f34e80b352
"METADATA TRANSFORMATION/CONVERSION",https://gcmdservices.gsfc.nasa.gov/kms/concept/f29a3482-de42-4027-b5f4-87a3f7cd28af
"BANK REEF",https://gcmdservices.gsfc.nasa.gov/kms/concept/57417a5e-4d86-4fb6-81d6-68bf9a3d1148
"FIRN",https://gcmdservices.gsfc.nasa.gov/kms/concept/6159b9d9-4aa5-4dec-8146-0e47751449ff
"SOLAR FLUX",https://gcmdservices.gsfc.nasa.gov/kms/concept/3b230650-68ff-4e7a-9273-6e0b1083bdfa
"METHYL BROMIDE",https://gcmdservices.gsfc.nasa.gov/kms/concept/9b6ca807-7719-48aa-864d-ebb45a519ff8
"DUNES",https://gcmdservices.gsfc.nasa.gov/kms/concept/6f7b2753-aed1-4783-a7cc-781d00d13a0f
"ICE FLOES",https://gcmdservices.gsfc.nasa.gov/kms/concept/4733ef2c-e512-451b-8079-78ff7278e35c
"GLACIAL PROCESSES",https://gcmdservices.gsfc.nasa.gov/kms/concept/d7b62912-5970-46b1-be45-6a603c9a6979
"SUSPENDED SOLIDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/69ff701a-674e-4b63-bb93-6ebe6cd95281
"SOLAR RADIATION STORMS",https://gcmdservices.gsfc.nasa.gov/kms/concept/3b786f1b-aca7-437b-bd86-44f20789da7b
"NITRATE",https://gcmdservices.gsfc.nasa.gov/kms/concept/4fde380a-38c5-4d46-bc80-4f2515a43983
"SOIL BULK DENSITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/62d5fb39-e9ee-47db-a426-1991537f8a4d
"MALNUTRITION",https://gcmdservices.gsfc.nasa.gov/kms/concept/1d1f1722-27ea-4021-922f-68b90c09bfa1
"AFFORESTATION/REFORESTATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/a28eeef3-b252-4309-957b-860d2e0f97ef
"NINO 3 INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/c58dc7fb-65d5-4309-8abe-160e8e845382
"REFORESTATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/dcb100c9-5b43-422a-a429-25cae9dbb170
"TOXICITY LEVELS",https://gcmdservices.gsfc.nasa.gov/kms/concept/5518feb6-93a8-46fd-9e9a-25be3a832d6d
"METALS AGE DETERMINATIONS",https://gcmdservices.gsfc.nasa.gov/kms/concept/a1b409b9-bf98-490a-8af5-f64fcda17a54
"FJORDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/c9291bc7-784d-486a-95fa-f08fa1edcad9
"MARINE BIOLOGY",https://gcmdservices.gsfc.nasa.gov/kms/concept/3de6fa74-bb80-4bc6-ae60-1e6fe8ae6c67
"CLOUD BASE HEIGHT",https://gcmdservices.gsfc.nasa.gov/kms/concept/1f0765e3-4ea3-42be-8ed5-3e26bdebb219
"VOLATILE ORGANIC COMPOUNDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/1f3c543d-9ca9-4db4-b4a5-d3e2fd71e4a4
"BATS",https://gcmdservices.gsfc.nasa.gov/kms/concept/9db9cb8c-7d18-4922-990c-b610d22356eb
"DOME DUNE",https://gcmdservices.gsfc.nasa.gov/kms/concept/cb6b9191-21ab-4a56-b43f-27e86f90f6d9
"SHORELINES",https://gcmdservices.gsfc.nasa.gov/kms/concept/1d3b4eb7-9931-44bf-8457-26847051b7a8
"CORAL REEFS",https://gcmdservices.gsfc.nasa.gov/kms/concept/dff4d4af-e1e0-4991-884b-a1c088a802b2
"COUNTRY/REGIONAL COORDINATE REFERENCE SYSTEM",https://gcmdservices.gsfc.nasa.gov/kms/concept/bb5ca226-fdb1-4fab-9988-7486c643635b
"HYDROFLUOROCARBONS",https://gcmdservices.gsfc.nasa.gov/kms/concept/ed5106fd-a73f-4203-87a3-9c9e7e85dcfc
"SNOW COVER",https://gcmdservices.gsfc.nasa.gov/kms/concept/6a08f79f-a621-4f8c-b5d5-e1335f9cbcec
"WATERSHED BOUNDARIES",https://gcmdservices.gsfc.nasa.gov/kms/concept/b98123fc-6a87-4396-8e1a-ae7406e76ff6
"U/V WIND COMPONENTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/baa4b68a-96f9-4ab3-9a9f-3df1ee1d8ff0
"ANIMALS/VERTEBRATES",https://gcmdservices.gsfc.nasa.gov/kms/concept/14802b53-b702-438f-8c8a-f51506807ce6
"INLETS",https://gcmdservices.gsfc.nasa.gov/kms/concept/49db8758-1282-45a0-ad3f-0f1e9d8abc44
"SOIL EROSION",https://gcmdservices.gsfc.nasa.gov/kms/concept/36c862a7-7117-4fd2-8e33-0dda03097178
"SOIL WATER HOLDING CAPACITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/7c00e468-6a43-49ef-891e-b0ce29e2ff36
"ELECTRICAL",https://gcmdservices.gsfc.nasa.gov/kms/concept/f5cd9ac7-6b10-44dd-8b1d-660a7a681518
"INFRARED WAVELENGTHS",https://gcmdservices.gsfc.nasa.gov/kms/concept/7a73c724-b532-45eb-a9a5-c77330b61bab
"STABILITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/0cbc201c-f58a-44a2-9515-f23eefc9be03
"METAMORPHIC ROCK VERTICAL/GEOGRAPHIC DISTRIBUTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/5d80d2d2-7841-4734-a8c5-5d60679e3830
"CONDUCTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/2ef42281-1e38-4391-b578-ba6a6158f0c2
"ORGANIC PARTICLES",https://gcmdservices.gsfc.nasa.gov/kms/concept/8929113a-ded5-4c39-b20f-7968ed114317
"MARGINAL CREVASSES",https://gcmdservices.gsfc.nasa.gov/kms/concept/f0bbea2f-2ef0-4e99-ad76-1aedbbedc016
"NITROGEN",https://gcmdservices.gsfc.nasa.gov/kms/concept/5ed7811a-2ba1-4985-9f1c-a78c802fa27f
"AQUACULTURE",https://gcmdservices.gsfc.nasa.gov/kms/concept/8916dafb-5ad5-45c6-ab64-3500ea1e9577
"SOIL POROSITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/c26693ea-ca5a-44e8-9e8e-32427bc62aa0
"SEA SURFACE SLOPE",https://gcmdservices.gsfc.nasa.gov/kms/concept/52a32bd3-d701-49e1-a827-67b3d96d8e56
"AIR TEMPERATURE",https://gcmdservices.gsfc.nasa.gov/kms/concept/f634ab55-de40-4d0b-93bc-691bf5408ccb
"CUMULUS MEDIOCRIS",https://gcmdservices.gsfc.nasa.gov/kms/concept/ba9a8dac-abb7-4580-938d-762b53bab71b
"LIQUID PRECIPITATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/7d45f108-dda2-4341-b853-ee3a490aad59
"URBAN AREAS",https://gcmdservices.gsfc.nasa.gov/kms/concept/e4abd82b-b17a-4f16-be79-0093f2a09f7d
"SAFFIR-SIMPSON SCALE AT LANDFALL (CATEGORY 5)",https://gcmdservices.gsfc.nasa.gov/kms/concept/978dd843-3a96-4d52-a7d6-31642503c267
"HABITAT CONVERSION/FRAGMENTATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/f1682ed1-2d9c-41ec-9553-49b9ab55df9b
"CONVECTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/ebce0874-7635-4094-8ef4-968851873771
"REFLECTANCE",https://gcmdservices.gsfc.nasa.gov/kms/concept/8ed9f39d-986e-4b36-83f9-f29f6a4df89b
"SNOW MELT",https://gcmdservices.gsfc.nasa.gov/kms/concept/dd6de9e1-61e7-41bf-a2dc-9d2afc690bb3
"SEVERE CYCLONIC STORMS (N. INDIAN)",https://gcmdservices.gsfc.nasa.gov/kms/concept/ed71cef0-0e5a-49a0-83c6-f7dd02215290
"SEVERE CYCLONIC STORMS (N. INDIAN)",https://gcmdservices.gsfc.nasa.gov/kms/concept/50abff20-11a8-4aea-8425-c9a05b1d8d09
"MARGINAL CREVASSES",https://gcmdservices.gsfc.nasa.gov/kms/concept/bc803dca-2fdb-4dc0-bf02-f0b9399d6816
"CARBON CYCLE/CARBON BUDGET MODELS",https://gcmdservices.gsfc.nasa.gov/kms/concept/640d703f-9312-4f11-8367-30a8bd8fc508
"HAZARDS MAPPING",https://gcmdservices.gsfc.nasa.gov/kms/concept/c9a13e09-98de-4ace-8d4c-b01aa04347f4
"CURRICULUM SUPPORT",https://gcmdservices.gsfc.nasa.gov/kms/concept/97675827-9b0a-4d13-a795-d4a3e78c476a
"SULFATE",https://gcmdservices.gsfc.nasa.gov/kms/concept/2ab4134d-1ac7-4421-a7a6-659a542aff4c
"GEOGRAPHIC DATA MANAGEMENT SERVICES",https://gcmdservices.gsfc.nasa.gov/kms/concept/75fbafb0-1f0e-47b3-a9c7-e56dea4b0e91
"X-RAY FLUX",https://gcmdservices.gsfc.nasa.gov/kms/concept/8686285f-9949-4a22-ad80-a1bf4d43e122
"ICE SHEET MEASUREMENTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/6d6a2b61-5d2c-4ec1-a164-34000f481588
"METEORITES",https://gcmdservices.gsfc.nasa.gov/kms/concept/96be1efc-d5e2-423d-8ade-00b3d454244d
"FIRN FORMATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/5b66d75f-331f-49d0-ad97-12f6535ce93a
"SEDIMENT TRANSPORT",https://gcmdservices.gsfc.nasa.gov/kms/concept/0b5e5a9b-5552-4e41-b1a1-9c01c52dff4b
"WIND SPEED TENDENCY",https://gcmdservices.gsfc.nasa.gov/kms/concept/69526601-5607-46e0-954a-251249de80fe
"DRAINAGE AMOUNT",https://gcmdservices.gsfc.nasa.gov/kms/concept/5ea5be7b-fdbb-4c50-9f54-c0bbd7dcc78c
"ECOTOURISM",https://gcmdservices.gsfc.nasa.gov/kms/concept/e6cf64ce-389f-479c-835a-eecd612d4d88
"SUBTROPICAL STORM TRACK",https://gcmdservices.gsfc.nasa.gov/kms/concept/c1a196a3-4134-473a-819e-369ab9656abb
"TYPHOONS",https://gcmdservices.gsfc.nasa.gov/kms/concept/bd5c19e4-b25a-48b2-ad9d-4596a0ba67de
"DEGRADATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/2f5ceedb-afb6-47e6-8eac-8f220ef0b564
"ENVIRONMENTAL HEALTH FACTORS",https://gcmdservices.gsfc.nasa.gov/kms/concept/5a47842e-785d-4cc4-b1c1-2147a9252c19
"TRANSPORTATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/37a6c8e2-f2ac-48a4-a4fa-d80f700f68db
"ANNUAL ELLIPTICAL COMPONENT",https://gcmdservices.gsfc.nasa.gov/kms/concept/9d184041-9848-4f76-affd-74f4e4fd7462
"SEA CAVES",https://gcmdservices.gsfc.nasa.gov/kms/concept/521f883e-18be-4f28-b5fe-c1f887b4233a
"PASTURE",https://gcmdservices.gsfc.nasa.gov/kms/concept/46a26fc7-95f0-409e-8bfa-eb623b3a3f8d
"CRESCENTIC (BARCHAN/TRANSVERSE) DUNE",https://gcmdservices.gsfc.nasa.gov/kms/concept/5c80c047-c02e-4c15-83ac-26b8b1a8f114
"SULFUR OXIDES",https://gcmdservices.gsfc.nasa.gov/kms/concept/c3090318-c845-4242-bf2f-ff1631b88831
"MOLECULAR NITROGEN",https://gcmdservices.gsfc.nasa.gov/kms/concept/3c3b37d4-b934-4057-b8e4-438523ae88e3
"LAND USE CLASSES",https://gcmdservices.gsfc.nasa.gov/kms/concept/1fd206a9-83a7-4f43-902d-003811080fed
"RIFTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/8a8fa93e-6424-46dd-ae97-d8afbac41b89
"SEA STATE",https://gcmdservices.gsfc.nasa.gov/kms/concept/11aca777-8a01-42ce-b076-b3059c3d8cae
"NITROGEN",https://gcmdservices.gsfc.nasa.gov/kms/concept/ed7c506e-b18e-4a93-ac03-4bdfe119b72f
"SEDIMENT TRANSPORT",https://gcmdservices.gsfc.nasa.gov/kms/concept/0c33b48d-1dd1-4309-bcd4-1ce3d0e24b46
"ALPINE/TUNDRA",https://gcmdservices.gsfc.nasa.gov/kms/concept/76589134-8d93-4e45-8476-f04497181d14
"WAVE FREQUENCY",https://gcmdservices.gsfc.nasa.gov/kms/concept/0d91f6d9-44c4-4418-90b0-00feb09c6fc0
