label,uri
"SALTATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/93596daf-d2d3-4bb8-9626-9db100c402de
"SELENIUM",https://gcmdservices.gsfc.nasa.gov/kms/concept/b2318fb3-788c-4f36-a1d1-36670d2da747
"IGNEOUS ROCK AGE DETERMINATIONS",https://gcmdservices.gsfc.nasa.gov/kms/concept/53e3eeca-265b-42d8-ad64-bfcc2acdad26
"TROPICAL STORM FREQUENCY",https://gcmdservices.gsfc.nasa.gov/kms/concept/de9ffa22-76e3-469c-926b-2dee007702d0
"HYDRAULIC CONDUCTIVITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/7112e739-cb5d-427e-95bd-5419360e91d8
"VEGETABLE PRODUCTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/eb1627c2-0061-466c-9935-399e53a06024
"ATMOSPHERIC TEMPERATURE INDICES",https://gcmdservices.gsfc.nasa.gov/kms/concept/25d73bcf-c8d4-4c0e-ac98-8f3e98677e73
"DIGITAL ELEVATION/DIGITAL TERRAIN MODELS",https://gcmdservices.gsfc.nasa.gov/kms/concept/e5f94c93-e8af-4919-827f-9059dab9cf27
"CUTBANK",https://gcmdservices.gsfc.nasa.gov/kms/concept/47ea7cc6-2816-4d64-ad41-6ac1d11c2a33
"MARINE STRATOCUMULUS",https://gcmdservices.gsfc.nasa.gov/kms/concept/b1d51b72-97d0-484c-b251-220f219965c2
"WATER CHARACTERISTICS",https://gcmdservices.gsfc.nasa.gov/kms/concept/f7e97dc3-1181-41b5-8b90-946eb2504110
"WEATHERING",https://gcmdservices.gsfc.nasa.gov/kms/concept/07825acf-619a-4689-b1ed-09c15166624c
"ANCILLARY MODELS",https://gcmdservices.gsfc.nasa.gov/kms/concept/7872b9af-8c90-481e-aaa6-a47b736f0828
"TIDES",https://gcmdservices.gsfc.nasa.gov/kms/concept/e3bef663-6116-4f15-995c-38c7cdc9652c
"WEIGHTED ANOMALY STANDARDIZED PRECIPITATION INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/dc9c73a3-689c-44b5-b8fe-a5229168193e
"PIPELINES",https://gcmdservices.gsfc.nasa.gov/kms/concept/ee49d315-1fe5-42ce-a5f8-232450dfa408
"TERRESTRIAL HYDROSPHERE INDICATORS",https://gcmdservices.gsfc.nasa.gov/kms/concept/9246fc12-17e7-4473-b9c0-c23e4bfc4eda
"RADAR CROSS-SECTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/9613f08d-da11-4ed0-989e-c0c830870044
"ROCK GLACIERS",https://gcmdservices.gsfc.nasa.gov/kms/concept/b1ce822a-139b-4e11-8bbe-453f19501c36
"CANYON",https://gcmdservices.gsfc.nasa.gov/kms/concept/e25ce36c-eacd-447a-9d73-ccc8a7e3a328
"SUN-EARTH INTERACTIONS",https://gcmdservices.gsfc.nasa.gov/kms/concept/3d64c047-c4fb-4981-bc91-d5dbc22337de
"Pacific Transition Index",https://gcmdservices.gsfc.nasa.gov/kms/concept/233903dd-daec-474f-ac2e-cdcad84a85b5
"EUTROPHICATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/32777aa3-a06a-4719-bbe5-7dcecb1a06f5
"BIVALVES",https://gcmdservices.gsfc.nasa.gov/kms/concept/7da8400b-e2cf-4ab1-b2f0-5bc4b21c23b3
"BIOMASS ENERGY PRODUCTION/USE",https://gcmdservices.gsfc.nasa.gov/kms/concept/99ed30c9-332c-4acf-8620-eab3c67bcc90
"MJO",https://gcmdservices.gsfc.nasa.gov/kms/concept/2953da71-fe1d-4506-9bd6-445b92e2b443
"DUGONGS/MANATEES",https://gcmdservices.gsfc.nasa.gov/kms/concept/af5fb4da-260e-4e4e-a332-36dfd5084e5d
"AGRICULTURAL CHEMICALS",https://gcmdservices.gsfc.nasa.gov/kms/concept/afd084b9-1f4c-4eb5-a58e-689a360e7abf
"ISOSTATIC REBOUND",https://gcmdservices.gsfc.nasa.gov/kms/concept/5e7a091a-894f-423f-a431-ab52cf205311
"GLACIER MASS BALANCE/ICE SHEET MASS BALANCE",https://gcmdservices.gsfc.nasa.gov/kms/concept/6095d796-68e0-4c7d-aa4f-f2e5bd8c4916
"SALINE LAKES",https://gcmdservices.gsfc.nasa.gov/kms/concept/06a2da0f-5234-4d29-905b-153d88657eb9
"WEB IMAGE CLASSIFICATION SERVICE",https://gcmdservices.gsfc.nasa.gov/kms/concept/0cf44d92-1959-41af-9890-b916008efbae
"ICE CORE RECORDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/dba19648-3f52-48ba-b00b-8527d44c4d74
"AGRICULTURAL AQUATIC SCIENCES",https://gcmdservices.gsfc.nasa.gov/kms/concept/ca227ff0-4742-4e51-a763-4582fa28291c
"FLOW VELOCITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/f77adcc6-e320-4fd9-80c9-958e75cd46d3
"LIGHT TRANSMISSION",https://gcmdservices.gsfc.nasa.gov/kms/concept/45351e81-fcd4-46a1-9222-315946caefc7
"BASAL ICE FREEZING",https://gcmdservices.gsfc.nasa.gov/kms/concept/ee8dfdf6-0153-4067-ab3b-51794b01ee86
"INFILTRATION AMOUNT",https://gcmdservices.gsfc.nasa.gov/kms/concept/59ce52b5-0386-4b51-b5ac-049a0862e9cd
"FOEHN WINDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/c19501d9-bd86-4611-bd30-6a34dc763a35
"FRESH WATER RIVER DISCHARGE",https://gcmdservices.gsfc.nasa.gov/kms/concept/12dc1f4f-2116-4b74-a1bd-bc61e8e57a5b
"STREAM TERRACE",https://gcmdservices.gsfc.nasa.gov/kms/concept/d1964724-2481-417a-be5a-e0dedb111ab4
"RIBBON REEF",https://gcmdservices.gsfc.nasa.gov/kms/concept/7f674559-6e36-4a13-ac0c-f61aa6a37d63
"HUMAN HEALTH ADVISORIES",https://gcmdservices.gsfc.nasa.gov/kms/concept/5e468bd6-a13a-4f49-8cb4-7a0ba69d8ad3
"MESOSCALE CONVECTIVE COMPLEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/d13661da-d022-439a-bb27-dc2273f9dc88
"CARBON TETRACHLORIDE",https://gcmdservices.gsfc.nasa.gov/kms/concept/1ecb1e7c-50fc-4951-b610-5140475d87ed
"COMPOSITION/TEXTURE",https://gcmdservices.gsfc.nasa.gov/kms/concept/9d828679-c6d3-4f74-9489-d9688509a025
"TIDES",https://gcmdservices.gsfc.nasa.gov/kms/concept/d8aee072-097c-496f-8fe7-b65605fc1103
"UPSLOPE FOG",https://gcmdservices.gsfc.nasa.gov/kms/concept/3eefb892-0453-48b6-b619-b8fa3e7bbfc8
"SOIL SALINITY/SOIL SODICITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/9d7b0259-2d88-4e78-b2c2-131a02d05c15
"TOTAL PRESSURE",https://gcmdservices.gsfc.nasa.gov/kms/concept/733092b1-4256-433a-85fe-78c912f21f80
"NITROGEN OXIDES",https://gcmdservices.gsfc.nasa.gov/kms/concept/e5563c99-0fb6-43a9-8e20-6b47b1144394
"CHEMICAL SOLUTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/bb891ee1-6c7b-4ec0-b2fa-6fb67a2df2a3
"SMALL HAIL",https://gcmdservices.gsfc.nasa.gov/kms/concept/26087764-bd76-4a70-8dba-3c0cbadad6a7
"TREE RINGS",https://gcmdservices.gsfc.nasa.gov/kms/concept/0e06e528-e796-4b7c-9878-dbcb061d878d
"COOLING DEGREE DAYS",https://gcmdservices.gsfc.nasa.gov/kms/concept/db0d03d7-1d08-42fb-b212-0da35b88e656
"ENSO PRECIPITATION INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/284738a2-4fcb-4eee-9ee7-5eac2378f46d
"OXYGEN ISOTOPE",https://gcmdservices.gsfc.nasa.gov/kms/concept/e91ff41a-5cf5-460b-b765-c553ca2a4ae2
"FUNGI",https://gcmdservices.gsfc.nasa.gov/kms/concept/3546cb0a-27a2-4914-85cf-1774b5c4ed19
"PYCNOCLINE",https://gcmdservices.gsfc.nasa.gov/kms/concept/2ad73f85-8bad-4e5a-a902-e83eee910b5e
"DICOTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/f4211da2-9eaa-4bb3-86b1-c4595e9f2971
"SOIL MOISTURE/WATER CONTENT",https://gcmdservices.gsfc.nasa.gov/kms/concept/bbe2ea34-8842-4a9f-9b0b-95dd3c71857f
"ECOLOGICAL CORRIDORS",https://gcmdservices.gsfc.nasa.gov/kms/concept/a66ec515-6a6e-487b-9004-2d19d6ffff04
"CLOUD DYNAMICS",https://gcmdservices.gsfc.nasa.gov/kms/concept/62019831-aaba-4d63-a5cd-73138ccfa5d0
"SULFUR OXIDES",https://gcmdservices.gsfc.nasa.gov/kms/concept/cc676fb2-cf17-413d-bb00-0b95d231f157
"DESERTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/5d5426f6-e7ce-41c1-a3d3-b93adf748f0f
"SNOW FACIES",https://gcmdservices.gsfc.nasa.gov/kms/concept/1f10a307-df15-43e2-b3fa-5fe6df619f98
"TECTONIC LANDFORMS",https://gcmdservices.gsfc.nasa.gov/kms/concept/9673dc0b-89c0-4f0c-b378-f1c8cb267c8f
"FAULT MOVEMENT RATE",https://gcmdservices.gsfc.nasa.gov/kms/concept/fbbd2aab-73d6-4945-bf1b-c6d543f3f79b
"SOLAR RADIATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/a0f3474e-9a54-4a82-97c4-43864b48df4c
"REBOUND RATE",https://gcmdservices.gsfc.nasa.gov/kms/concept/f0b2ab0f-46eb-426b-924b-471e4d1b7598
"PLATE TECTONICS",https://gcmdservices.gsfc.nasa.gov/kms/concept/71e9bc66-6f8c-41ec-8b22-2fe390223639
"LUSTER",https://gcmdservices.gsfc.nasa.gov/kms/concept/5a8bc1e7-a74d-4acc-9ac2-8fea047068a8
"ICE DEFORMATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/3cdebef6-902d-4c1a-9d7e-7609f8ee6ef6
"GLACIERS/ICE SHEETS",https://gcmdservices.gsfc.nasa.gov/kms/concept/099ab1ae-f4d2-48cc-be2f-86bd58ffc4ca
"LACUSTRINE WETLANDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/dd22cc67-afd5-4b9e-8072-90651a191486
"EVEN-TOED UNGULATES",https://gcmdservices.gsfc.nasa.gov/kms/concept/7b0bc104-eed1-4bc1-b12b-3cf9add700da
"LANDSCAPE",https://gcmdservices.gsfc.nasa.gov/kms/concept/f36d71c6-f2ad-49c4-809f-09b4f0688412
"MAXIMUM SURFACE WIND",https://gcmdservices.gsfc.nasa.gov/kms/concept/106461af-377c-4dc0-bbd7-9769eba05321
"ICE SHELVES",https://gcmdservices.gsfc.nasa.gov/kms/concept/98d5bed0-0d07-495a-9c8a-b5eedd04192f
"CRYOSOLS",https://gcmdservices.gsfc.nasa.gov/kms/concept/1469f30b-6eb4-4186-b1ef-7dd25c34c592
"PESTICIDES",https://gcmdservices.gsfc.nasa.gov/kms/concept/59a203f9-f818-42a6-8d00-4301385cafc3
"SPITS AND BARS",https://gcmdservices.gsfc.nasa.gov/kms/concept/4f25c039-56b9-47a9-9232-d80860da5990
"BARNACLES",https://gcmdservices.gsfc.nasa.gov/kms/concept/57e04385-5f7b-432b-8f0b-b26fc9e3d77d
"BIOMARKER",https://gcmdservices.gsfc.nasa.gov/kms/concept/625ac4b3-a126-4c98-a061-3a780b942280
"HEADLANDS/BAYS/CAPE",https://gcmdservices.gsfc.nasa.gov/kms/concept/860e25fa-e63a-4fd0-bde9-4f596b4a5929
"TRANSVERSE CREVASSES",https://gcmdservices.gsfc.nasa.gov/kms/concept/45101ace-ce83-4b56-bea6-c4eca9c693dd
"GLACIAL MEASUREMENTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/2d79af4f-d15f-40cc-b0bf-8f5c8eb1fce5
"HURRICANES (N. ATLANTIC/E. PACIFIC)",https://gcmdservices.gsfc.nasa.gov/kms/concept/fb890034-3ae6-4c91-941c-ae1483a13528
"WETLANDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/7da95c01-4b39-437e-a8d4-fd572e43f693
"DISSOLUTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/6628bfb9-c0e1-4281-9b1a-d213a9d5b2d8
"SNOW DEPTH",https://gcmdservices.gsfc.nasa.gov/kms/concept/aa645419-cff3-4f5b-84af-e3de41dd0d16
"MARSH",https://gcmdservices.gsfc.nasa.gov/kms/concept/88adcca6-2bc8-443a-9f25-c9aded577615
"ELECTRICAL INTENSITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/84d77f98-d5a2-4da8-9ba6-0b15e082d050
"SOIL MECHANICS",https://gcmdservices.gsfc.nasa.gov/kms/concept/e9d5ae5a-0718-44f2-9694-b791b646a825
"ALLIGATORS/CROCODILES",https://gcmdservices.gsfc.nasa.gov/kms/concept/3f1803fa-3ada-4762-96e4-28966dfdcc83
"PERCH-LIKE FISHES",https://gcmdservices.gsfc.nasa.gov/kms/concept/85b2ba83-b81c-45a6-98d1-07b36040fe45
"PARTICLE DENSITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/fd42b8e3-b76c-4888-aeb7-e6486beb4b69
"HYDROZOANS",https://gcmdservices.gsfc.nasa.gov/kms/concept/c2c891c2-aa15-40b8-bfae-f02f42d0c739
"DUMPING",https://gcmdservices.gsfc.nasa.gov/kms/concept/45ee1fde-6b00-4aca-ac1b-6c13e2361467
"METHANE",https://gcmdservices.gsfc.nasa.gov/kms/concept/daab3b2a-1fe7-4ad9-8340-1a7cfa54a2ac
"MINERAL AGE DETERMINATIONS",https://gcmdservices.gsfc.nasa.gov/kms/concept/239c04ba-6f82-4d4f-a60b-a1ee49301e0f
"HARMFUL ALGAL BLOOMS (HABs)",https://gcmdservices.gsfc.nasa.gov/kms/concept/1b6e67ff-351f-490c-bb43-646ac71f52ea
"GLACIER THICKNESS/ICE SHEET THICKNESS",https://gcmdservices.gsfc.nasa.gov/kms/concept/87b27ecd-c10b-4d41-8c49-b84f185c5bd4
"TOTAL SURFACE PRECIPITATION RATE",https://gcmdservices.gsfc.nasa.gov/kms/concept/9466020a-db25-40ba-a76f-4720800efc92
"ABYSSAL HILLS/PLAINS",https://gcmdservices.gsfc.nasa.gov/kms/concept/0b011562-ee55-4ba0-a026-4faa7493ca5b
"SPRING",https://gcmdservices.gsfc.nasa.gov/kms/concept/b498a5cb-f77d-4485-8174-81dec28cee0e
"SWAMP",https://gcmdservices.gsfc.nasa.gov/kms/concept/8f6adff6-672d-4066-8c85-25418a7d0e00
"GLACIAL RETREAT",https://gcmdservices.gsfc.nasa.gov/kms/concept/2f257f83-bddd-41ce-ac78-5dac857b1be3
"DENITRIFICATION RATE",https://gcmdservices.gsfc.nasa.gov/kms/concept/cac79930-334e-49c5-836b-4f2ee8e0b098
"3 AND 6 HOUR PRECIPITATION AMOUNT",https://gcmdservices.gsfc.nasa.gov/kms/concept/039bbfd2-7653-4ba8-9003-b46d367c6038
"EARTHWORMS",https://gcmdservices.gsfc.nasa.gov/kms/concept/517e2978-223e-42a2-b889-9c60f7099859
"CATALOGING",https://gcmdservices.gsfc.nasa.gov/kms/concept/434d40e2-4e0b-408a-9811-ff878f4f0fb0
"ENVIRONMENTAL VULNERABILITY INDEX (EVI)",https://gcmdservices.gsfc.nasa.gov/kms/concept/897b3d65-709c-4739-9ba6-85911295d843
"HEAT INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/289ca013-0526-49e0-8b87-51513702e8f4
"TRACE ELEMENTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/6c320188-da7b-4d52-8e99-57d7ac401841
"ANIMALS/INVERTEBRATES",https://gcmdservices.gsfc.nasa.gov/kms/concept/abc6f016-d1f0-4725-b847-639de054d13f
"GALE",https://gcmdservices.gsfc.nasa.gov/kms/concept/530ca9b8-50f3-4bd6-82d4-c49fa688a977
"WEST PACIFIC INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/bdb6eafa-f4e1-4536-b513-4c787f829722
"SOILS",https://gcmdservices.gsfc.nasa.gov/kms/concept/199e3af8-4cf3-48ba-8b28-b9b54756b3db
"HALONS",https://gcmdservices.gsfc.nasa.gov/kms/concept/33e3c858-25ee-4a5e-a938-93779679ed06
"MINERAL FORMATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/f6ce9d55-4183-4433-a615-4c4f01d7810b
"DINOFLAGELLATES",https://gcmdservices.gsfc.nasa.gov/kms/concept/a0176a92-3eff-4278-b8db-02148c990302
"POPULATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/085edf65-1c8c-414a-b8e4-a1a08ff08f22
"HEXAPODS",https://gcmdservices.gsfc.nasa.gov/kms/concept/38e40180-1a2a-40a9-a030-04775dabbabb
"SEDIMENT TRANSPORT",https://gcmdservices.gsfc.nasa.gov/kms/concept/791b7271-3a30-46ee-98e0-bc8239389950
"BEACHES",https://gcmdservices.gsfc.nasa.gov/kms/concept/6a5d3e4d-86d1-4863-bfe6-f8e2899fab0e
"SOIL PLASTICITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/2da4e52a-b43b-4ff0-9e4d-c98438a38c6d
"HAPTOPHYTES",https://gcmdservices.gsfc.nasa.gov/kms/concept/0a454dc9-de56-4682-8688-36ffd547d42f
"TURBULENCE",https://gcmdservices.gsfc.nasa.gov/kms/concept/b9f343a1-0b8d-4e88-91bc-21f5d551963f
"ICE GROWTH/MELT",https://gcmdservices.gsfc.nasa.gov/kms/concept/89fc22ca-326e-468c-ad3d-171c4ad34977
"BENTHIC HEAT FLOW",https://gcmdservices.gsfc.nasa.gov/kms/concept/bf3d6238-d0d6-4e73-82e6-5e38bc9291bb
"SOLAR FORCING/INSOLATION RECONSTRUCTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/4f07a511-1c78-4b2b-8c6a-f4aeedb0f5b6
"CLOUD MICROPHYSICS",https://gcmdservices.gsfc.nasa.gov/kms/concept/0cfcbaa7-727b-4199-8cca-93824b427e9b
"KARST LANDFORMS",https://gcmdservices.gsfc.nasa.gov/kms/concept/590aa85e-bbce-40b2-8ffb-53d80a61c51a
"EPEIROGENIC MOVEMENT",https://gcmdservices.gsfc.nasa.gov/kms/concept/bb554660-d608-467c-b265-b9b68eecfb37
"ELECTRICAL",https://gcmdservices.gsfc.nasa.gov/kms/concept/ebebffc8-474e-46a9-b194-5cfe5a309e88
"INVASIVE SPECIES",https://gcmdservices.gsfc.nasa.gov/kms/concept/7bfdbe8d-3945-4678-a90b-d2251f973955
"FOG",https://gcmdservices.gsfc.nasa.gov/kms/concept/94668478-3b79-4819-847e-b154bf241aa3
"WATERSHED DRAINAGE",https://gcmdservices.gsfc.nasa.gov/kms/concept/ae36ad48-85f2-42a0-958f-efec71c34cc0
"WEATHERING",https://gcmdservices.gsfc.nasa.gov/kms/concept/7a67a5af-42be-4aa7-8cb1-e1fc0de074cc
"WETLANDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/b72c49a1-8276-4753-8c88-894bc7bbf60d
"RADAR BACKSCATTER",https://gcmdservices.gsfc.nasa.gov/kms/concept/625da982-3648-43fc-a640-1b230509944e
"HARDNESS",https://gcmdservices.gsfc.nasa.gov/kms/concept/99d75da3-aa22-4d29-9a56-7e0413665031
"CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED)",https://gcmdservices.gsfc.nasa.gov/kms/concept/9a802ef3-680d-4bc6-a42e-aa84d5eb9908
"BIODIVERSITY FUNCTIONS",https://gcmdservices.gsfc.nasa.gov/kms/concept/4e366444-01ea-4517-9d93-56f55ddf41b7
"REFORESTATION/REVEGETATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/39a032bf-c3bc-481b-9698-8be114fe85cb
"SEDIMENT COMPOSITION",https://gcmdservices.gsfc.nasa.gov/kms/concept/17008d04-394d-4de8-8834-dd0a3cd88093
"CHARCOAL SEDIMENT",https://gcmdservices.gsfc.nasa.gov/kms/concept/a090a598-3ae6-4fc4-b248-97ec5226702a
"SOIL COLOR",https://gcmdservices.gsfc.nasa.gov/kms/concept/3985ce6b-e0c3-42a8-b40f-9dd948350c6e
"ULTRAVIOLET WAVELENGTHS",https://gcmdservices.gsfc.nasa.gov/kms/concept/0f36cd66-d755-4809-ad0e-d67b1b9aff6c
"ACCUMULATED CYCLONE ENERGY",https://gcmdservices.gsfc.nasa.gov/kms/concept/2ead8ea2-0357-4c95-9483-da8149855fd4
"GAS HYDRATES VERTICAL/GEOGRAPHIC DISTRIBUTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/7a20b919-a6f6-453e-9055-a66a9da8594b
"SEA LEVEL RISE",https://gcmdservices.gsfc.nasa.gov/kms/concept/536a86bd-3dd1-4f4a-9b4a-222a12746db5
"CONSERVATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/aef9855c-70e1-4e22-aa25-8ccd23176d3b
"CLEAVAGE",https://gcmdservices.gsfc.nasa.gov/kms/concept/6a22f994-b311-4042-b517-35612ccf2bb6
"DROUGHT SEVERITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/5bb5322d-f3f8-4ca4-91c6-311769936f96
"METEORITE PHYSICAL/OPTICAL PROPERTIES",https://gcmdservices.gsfc.nasa.gov/kms/concept/3ff47a50-2f58-489b-96a7-74e1d40cf0f2
"CULTURAL FEATURES",https://gcmdservices.gsfc.nasa.gov/kms/concept/79b0b1d3-5279-4ce5-a387-6ecb4ee2a335
"MINOR ELEMENTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/63cf1bca-72c7-4f5e-8018-3d22befa7147
"DEW POINT TEMPERATURE",https://gcmdservices.gsfc.nasa.gov/kms/concept/76103e17-59c2-4458-972d-9ff9801e5d32
"SKIN TEMPERATURE",https://gcmdservices.gsfc.nasa.gov/kms/concept/40d6a3e7-89dd-4399-8fa5-bbc7a0917b4e
"INUNDATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/9db10fb2-0ceb-412e-9936-a286c579fa9f
"DRIZZLE",https://gcmdservices.gsfc.nasa.gov/kms/concept/0ffab597-284f-4d1a-b026-a78a6604cec5
"HURRICANES (N. ATLANTIC/E. PACIFIC)",https://gcmdservices.gsfc.nasa.gov/kms/concept/d678b2d9-9956-45a9-9a9f-95450fb4ca46
"SEDIMENT TRANSPORT",https://gcmdservices.gsfc.nasa.gov/kms/concept/bd55adac-4182-4441-91e2-163aa77e1320
"NITROGEN DIOXIDE",https://gcmdservices.gsfc.nasa.gov/kms/concept/f8e65155-27c1-483e-a9b8-85399897c3ae
"FLUVIAL PROCESSES",https://gcmdservices.gsfc.nasa.gov/kms/concept/6f47ae88-f28f-43e3-be6a-34f86b15fe19
"MARINE ECOSYSTEMS",https://gcmdservices.gsfc.nasa.gov/kms/concept/f6350232-b1c7-458c-bc43-bda357ebb6db
"STRESS",https://gcmdservices.gsfc.nasa.gov/kms/concept/29dbe37e-22e6-4d02-844f-60359fbbc130
"TROPICAL STORM FORCE WIND EXTENT",https://gcmdservices.gsfc.nasa.gov/kms/concept/23c94a4c-db57-4d57-b24f-4dba24aa3cc6
"CHLOROPHYLL CONCENTRATIONS",https://gcmdservices.gsfc.nasa.gov/kms/concept/de21632f-b614-4375-8f09-d14ab00d852b
"WEB-BASED INTERACTIVE PROGRAMS",https://gcmdservices.gsfc.nasa.gov/kms/concept/cd8bdd2c-a0db-4202-b10d-a1760d834700
"HAPTOPHYTES",https://gcmdservices.gsfc.nasa.gov/kms/concept/dc7d2770-86a3-463c-a92b-c61516ffb32a
"PESTICIDES",https://gcmdservices.gsfc.nasa.gov/kms/concept/bc1c6d8c-2e47-4a9f-aeb4-16b02bff4f19
"WATER SPOUT",https://gcmdservices.gsfc.nasa.gov/kms/concept/2992d7d3-5ae6-4844-b0fa-4ad348e3a8c2
"OCEAN CIRCULATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/a031952d-9f00-4ba5-9966-5f87ab9dfdd4
"ANTICYCLONES/CYCLONES",https://gcmdservices.gsfc.nasa.gov/kms/concept/178694aa-5f0a-4de5-a193-74e323dc6aa9
"BIOLOGICAL HAZARDS MAPPING",https://gcmdservices.gsfc.nasa.gov/kms/concept/39a63377-02d8-41a7-814a-41ea7db700c9
"IRRIGATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/a756fd6b-6208-4af0-ac56-6ee914fc4597
"POLLEN",https://gcmdservices.gsfc.nasa.gov/kms/concept/fe06f678-7155-4f93-9e28-4c083d60cccc
"ION CHEMISTRY/IONIZATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/ba75172a-6965-40cf-bf3f-6c0af2f97dad
"CALDRA",https://gcmdservices.gsfc.nasa.gov/kms/concept/1a0e7a60-9c22-40c5-8424-55119b4db743
"TROPICAL SOUTH ATLANTIC INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/887e3bcc-ffd4-4f10-a91c-849783aac709
"CLEAVAGE",https://gcmdservices.gsfc.nasa.gov/kms/concept/37edb662-820e-410f-a45c-7a419bce0c8b
"HEATING DEGREE DAYS",https://gcmdservices.gsfc.nasa.gov/kms/concept/349b4322-26ff-4b3c-90fb-b3b1afd20755
"SWAMPS",https://gcmdservices.gsfc.nasa.gov/kms/concept/6cec3b57-1a7f-404d-afde-4de045ef0dd2
"FIRE MANAGEMENT",https://gcmdservices.gsfc.nasa.gov/kms/concept/0ef4a2f0-8a29-4f5e-9396-b4f6a71c8bf6
"REFLECTANCE",https://gcmdservices.gsfc.nasa.gov/kms/concept/bdfd401f-7eed-4a48-bd6f-f0c2a890594a
"DROUGHT FREQUENCY",https://gcmdservices.gsfc.nasa.gov/kms/concept/1a95af83-fe1b-4cea-931d-953a4e5965e6
"PATHOGEN",https://gcmdservices.gsfc.nasa.gov/kms/concept/6fff6994-a0d8-4f19-8d36-c9f354b08b19
"SEWAGE DISPOSAL",https://gcmdservices.gsfc.nasa.gov/kms/concept/835c5ec2-50e3-4bef-b380-9f74b143dac6
"LAVA COMPOSITION/TEXTURE",https://gcmdservices.gsfc.nasa.gov/kms/concept/0eb6fc71-dfb0-4451-85f7-08ceaf37c552
"SEA SURFACE TEMPERATURE ANOMALY",https://gcmdservices.gsfc.nasa.gov/kms/concept/904f3b34-20c8-4eb8-bf68-6304edecf945
"RIDGE",https://gcmdservices.gsfc.nasa.gov/kms/concept/97298feb-6991-4d68-8337-177460e436ad
"FOOD SCIENCE",https://gcmdservices.gsfc.nasa.gov/kms/concept/b98f3a77-397d-41d7-9507-e7a3e47210b1
"BARRIER ISLANDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/7e28f2e0-a641-4085-be07-366ed6e701f4
"SEA SQUIRTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/9987f02e-2f2f-48ed-95ac-02514f02d7b0
"GAS FLARING",https://gcmdservices.gsfc.nasa.gov/kms/concept/6221fa7d-9407-4ffc-ab58-886038209254
"THAWING INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/1e540a87-ffd9-4277-b8f2-683a58145b87
"HEAT FLUX",https://gcmdservices.gsfc.nasa.gov/kms/concept/49fd6f11-5682-4d27-8fc6-66bf3faadf39
"CONDUCTIVITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/d14389d9-54f5-41a0-b8e8-dc9d8f87e4e2
"STRATIGRAPHIC SEQUENCE",https://gcmdservices.gsfc.nasa.gov/kms/concept/efe175a0-100b-404b-a702-2e179bee034a
"BIOSPHERIC INDICATORS",https://gcmdservices.gsfc.nasa.gov/kms/concept/76943142-e5a9-4ecf-b496-050dd3d97101
"CLOUD RADIATIVE TRANSFER",https://gcmdservices.gsfc.nasa.gov/kms/concept/3487d350-a5a5-43d9-a60d-c1407dd2f0ce
